,textID,text,selected_text,sentiment,len_text,len_selected_text
5752,a6ec2fcc06, Have you guys heard about the flu that`s been going around? Swine Flu? Hope you guys are safe  There`ve been deaths already. :-S,Hope you guys are safe  There`ve been deaths already. :-S,neutral,129.0,57.0
5757,bcdf349242,"I didn`t get the job at Stuff Magazine  Dammit, that would have been amazing!! Oh well.","e  Dammit, that would have been amazing!! Oh well.",neutral,87.0,50.0
5758,bc12e87b0f, depressed that both of those are already out but yours isnt. I want your book!!,depressed that both of those are already out but yours isnt.,neutral,80.0,60.0
5777,34a47b5674,_soul i look forward to your new cd  big fan,i look forward to your new cd  big fan,neutral,44.0,38.0
5799,13889237c6," Another day and I couldn`t find you.    I ended up trying another cart, can`t remember their name.  `sigh`","Another day and I couldn`t find you.    I ended up trying another cart, can`t remember their name.  `si",neutral,107.0,103.0
5815,9c6d2301bb,_r I can`t get one either because of the dog. I`m pretty sure the bunny wouldn`t survive a struggle with Tom,I`m pretty sure the bunny wouldn`t survive a struggle with Tom,neutral,108.0,62.0
5835,de40356564,got my car back and excited/sad for the going away party I`m attending tonight. Dani is going back to Brazil...,got my car back and excited/sad for the going away party,neutral,111.0,56.0
5853,a717aca8f5,"An hour of walking in hot weather = a satisfied but hurting Nellie.  Ow, blisters.","a satisfied but hurting Nellie.  Ow, blisters.",neutral,82.0,46.0
5857,271f924afd,Reception food at Long Beach graduation = no Champagne  http://twitpic.com/67eba,Reception food at Long Beach graduation = no,neutral,80.0,44.0
5955,c660632bdd,"_warwounds_C I feel ya pain, I`ve got myself a nasty cold too. Get better soon","I feel ya pain, I`ve got myself a nasty cold too. Get better soon",neutral,78.0,65.0
5969,f7f91671b8,Wow... my god the whole UI is sooo much snappier. It`s more responsive than TweetDeck now!  Tweets feel like IMs lol,Wow... my god the whole UI is sooo much snappier.,neutral,116.0,49.0
6006,de2f813c3c,Twitter connected with FAcebook   http://twitter.com/paynetsystems & http://tinyurl.com/dagmoq,Twitter connected with FAcebook,neutral,94.0,31.0
6020,5008199470,"lol, you can see the sunburnnn    its not achurley that bad =| least i dont think it is xD http://tinyurl.com/njubcl","lol, you can see the sunburnnn    its not achurley that bad =| least i dont think it is",neutral,116.0,87.0
6031,3ee2661fd3,    What To Say?,What To Sa,neutral,16.0,10.0
6032,bb2a527cb9,_truong sunbae* my bad jst scratch wht i said  im talking nonsense here.. lol!!! enjoy the perfs,my bad jst scratch wht i said  im talking nonsense here.. lol!!! enjoy the perfs,neutral,96.0,80.0
6097,fa50f5a64c,http://www.miss-hudgens.com/?p=28 Nessa is 27# on Maxim Magazine`s Hot 100 of 2009,on Maxim Magazine`s Hot 100 of 2009,neutral,82.0,35.0
6114,c094f4e322,    from g`s to gents season 1,from g`s to gents season,neutral,30.0,24.0
6120,c63250a74a,_Rahal Thing about living is that there are always undeveloped pictures in your future.,Thing about living is that there are always undeveloped pictures in your future.,neutral,87.0,80.0
6178,40b153dc2c,"when i decide to be on time for something, that devil is always there to counteract! Frustrating but not discouraging...",counteract! Frustrating but not discouraging...,neutral,120.0,47.0
6236,6d924430ec,No 1 evr brngs me a starbux!   *~CoRiEoGrApHy~*,No 1 evr brngs me a starbux!,neutral,47.0,28.0
6282,0633a06f19," that made me laugh.  Sorry Grets, but you are not going to the Pool Room.",that made me laugh.  Sorry Grets,neutral,74.0,32.0
6312,7b1cba35d6, i wud do but im at work   srry ****,i wud do but im at work   srry,neutral,36.0,30.0
6394,59f9c4df12,Feeling like **** today. Hopefully a nice relaxing swim will do the trick,Feeling like **** today. Hopefully,neutral,73.0,34.0
6421,c17769a4e3,http://twitpic.com/4jb0q - And a few more,And a few more,neutral,41.0,14.0
6487,0ddd5ec1e3,_PaulEvans heyyyyy boo,heyyyyy boo,neutral,22.0,11.0
6562,5bc4e623c4,Clive it`s my birthday pat me  http://apps.facebook.com/dogbook/profile/view/6386106,Clive it`s my birthday pat me,neutral,84.0,29.0
6579,732af7dd84,GASP] pulleaase dont hate me if u ask me a question and i dont answer you ... at any given time. i just cant see you! sorry,pulleaase dont hate me if u ask me a question and i dont answer you ... at any given time. i just cant see you! sorry,neutral,123.0,117.0
6589,c3d01d09ac,you can`t please everybody.  http://plurk.com/p/x32rz,you can`t please everybody.,neutral,53.0,27.0
6617,b54574470d,_carter It says the video is private,It says the video is private,neutral,36.0,28.0
6652,bee1bbb3b9,_EN  we`re waiting you here in Belgrade!! Can`t wait!!,we`re waiting you here in Belgrade!! Can`t wait!!,neutral,54.0,49.0
6693,312aaf4a64,there are # days of summervac & school comes along just 2 end it & the annual problem of r generation is finding a good way 2 spend it!!,the annual problem of r generation is finding a good way 2 spend it!!,neutral,136.0,69.0
6706,7a775cc933,If I were a transformer... I`d step on people just to hear them *squoosh*. But I`m not so I guess I`ll just have a cup of coffee instead.,But I`m not so I guess I`ll just have a cup of coffee instead.,neutral,137.0,62.0
6775,9df400d7c5,Everything I usually watch is pending!  http://eztv.it/index.php?main=showlist,Everything I usually watch is pending!,neutral,78.0,38.0
6822,2ccb1131af,   I tried that pincode... and it says it is expired... you only just put it up.,I tried that pincode... and it says it is expired... you only just put it up,neutral,80.0,76.0
6830,f75b6bb190," Yes, sir!   See here http://is.gd/wz2K","Yes, sir!   See her",neutral,39.0,19.0
6841,1d58adbf58," Kinda the same here, maybe just a **** good coffee? Same dilemma, tho.","maybe just a **** good coffee? Same dilemma, tho.",neutral,71.0,49.0
6916,3bd1f0644d, online! www.dujourmag.com/subscribe,online!,neutral,36.0,7.0
6925,15e464a0cb," http://twitpic.com/67owu - Nice - I had tickets for tonight`s game, but I`m staying home sick","Nice - I had tickets for tonight`s game, but I`m staying home sick",neutral,94.0,66.0
6931,3fe390dcc1, lol I am blessed to have you in my life too 'mama'  Sorry about your back pain. You should do some stretches.,I am blessed to have you in my life too 'mama'  Sorry about your back pain. You should do some stretches.,neutral,110.0,105.0
6985,7f5987516c,i want a top that says ` www.bilko22.com `,i want a top that says `,neutral,42.0,24.0
6987,15d1208e29,_Schools haha funny cause i blame  and  for me not going to bed  its a vicious circle,haha funny cause i blame  and  for me not going to bed  its a vicious circl,neutral,85.0,75.0
6997,006cb87a83," ISHRA!! haha, cassie ventura? ...not after her haircut! where were you yesterday during the beat music awards?","haha, cassie ventura? ...not after her haircut! where were you yesterday during the beat music awards?",neutral,111.0,102.0
6998,cf80e6a4e0,"hmm, anyone else have their iPhone`s earphones` grey rubber disintegrating?",disintegrating?,neutral,75.0,15.0
7045,1a43a95aae, The portuguese national library could use it also. Right now they seem to be in a ca. 1995 web. Example http://u.nu/7y68,The portuguese national library could use it also. Right now they seem to be in a ca. 1995 web.,neutral,121.0,95.0
7058,128f3dc037,"Coool. - Weekend wasnï¿½t that great, eeeh. Whattttever.  Friday was better than I expected it to be, so I... http://tumblr.com/x9i1qwu42","Coool. - Weekend wasnï¿½t that great, eeeh. Whattttever.  Friday was better than I expected it to be, so I...",neutral,137.0,109.0
7157,1bae69f4ce,_jeffe83 its all the rain,its all the rain,neutral,25.0,16.0
7183,52b2a66104,Im bumbed though cuz ima miss da laker game        |double sad face|,Im bumbed though cuz ima miss da laker game        |double sad,neutral,68.0,62.0
7197,0dc68d825f,LOL!!  I`m glad I`ve seen the original trailer or that wouldn`t have made sense     Someone certainly went to a lot... http://bit.ly/A0pyr,LOL!!  I`m glad I`ve seen the original trailer or that wouldn`t have made sense     Someone certainly went to a,neutral,138.0,111.0
7308,436b24fc93, not sure... there are fanciful expensive ones - but some basic ones are not expensive... Try the 24hr `M` shopping place,not sure... there are fanciful expensive ones - but some basic ones are not expensive.,neutral,121.0,86.0
7325,c95b009480, Use mozy.com,Use,neutral,13.0,3.0
7332,a1c107ea8e,http://twitpic.com/4wsy6 - Beauty.  Going out now!,Beauty.  Going out now!,neutral,50.0,23.0
7358,bde2b0df21,_B_Judah i am too old for Vegas,i am too old for Vegas,neutral,31.0,22.0
7438,0af54b2e65, Yes I did see Mitch Hedberg and the whole floss thing.  He`s hilarious.  I <3 him.  Poor guy,g.  He`s hilarious.  I <3 him.  Poor,neutral,93.0,36.0
7442,d12148ecc8,   I need a wardrobe intervention,I need a wardrobe interventio,neutral,33.0,29.0
7476,482a27ec9b,the start of my day was finding a lump on my body... went to the hospital... apparently its nothing! fewfffff! bloodtests suck...  haha,apparently its nothing! fewfffff! bloodtests suck...  haha,neutral,135.0,58.0
7478,d4b909a8db,"I painted my nails metallic blue but Iï¿½m really sure about how it looks, itï¿½s a pretty weird color!! I think itï¿½s cool",a pretty weird color!! I think itï¿½s cool,neutral,124.0,42.0
7515,b89af87662,http://twitpic.com/67bpd - This store at the airport is as close as we`ll get to WDW during this trip.,This store at the airport is as close as we`ll get to WDW during this trip.,neutral,102.0,75.0
7637,92a3bf4cfb,http://bit.ly/147HEU  - don`t judge me. tucking myself in tonight  mogwai on repeat,don`t judge me. tucking myself in tonight  mogwai on repeat,neutral,83.0,59.0
7660,62a384e33a,I saw Thirst which is korean movie made by chan-wook Park . this movie isn`t hard but good,this movie isn`t hard but good,neutral,90.0,30.0
7664,a3a78146c8, My dream was about hanging out with all my friends. It was good until I woke up and they weren`t there.,It was good until I woke up and they weren`t there.,neutral,104.0,51.0
7711,c68ca0493a,"http://twitpic.com/4j95z - I don`t know why, but I LOLd.","I don`t know why, but I LOLd.",neutral,56.0,29.0
7773,b8876dfa3e,says gots my mom a digital picture frame bout to scan pics of her wedding n all that mushy stuff  http://plurk.com/p/su3eq,says gots my mom a digital picture frame bout to scan pics of her wedding n all that mushy stuff,neutral,122.0,96.0
7780,594162e9a0,"  Tat, You looks beautiful and are a heck of a mama and business woman.   Dana","Tat, You looks beautiful and are a heck of a mama and business woman.   Da",neutral,78.0,74.0
7877,f08ecbc3e8,Tweeten Out  Tix deals for NKOTB 5/28 Was $43 NOW *$38 http://tinyurl.com/NKOTBTweetenTixsDeal <-or other SEAT Prices /NKOTB Dates,Tweeten Out  Tix deals for NKOTB 5/28 Was $43 NOW *$38,neutral,130.0,54.0
7885,67e985f8df, that is why I drive a (teeny tiny) honda civic  http://myloc.me/FRy,that is why I drive a (teeny tiny) honda civic,neutral,68.0,46.0
7919,eac8b5ece5, I had to work and missed it    Shannon could barely contain herself.  She had an amazingly good time,I had to work and missed it    Shannon could barely contain herself.  She had an amazingly good,neutral,101.0,95.0
7983,7db6331c79, - I produce/direct/film/edit... I write... I coordinate events... I manage Don Fetti... there ain`t much I don`t do!,I write... I coordinate events... I manage Don Fetti... there ain`t much I don`t do!,neutral,117.0,84.0
8084,1343254dd6,"http://pic.gd/63ef My college, My friends","My college, My friends",neutral,41.0,22.0
8124,1d6fb06a53,One taken from earlier this week!  http://twitpic.com/4wb42,One taken from earlier this week!,neutral,59.0,33.0
8133,a3d0a7d5ad,"Spent the entire morning in a meeting w/ a vendor, and my boss was not happy w/ them. Lots of fun.  I had other plans for my morning",my boss was not happy w/ them. Lots of fun.,neutral,132.0,43.0
8179,dc24138465,http://twitpic.com/67iab - Rounding bases - she was fast during relays. Not so fast during the game,Rounding bases - she was fast during relays. Not so fast during the game,neutral,99.0,72.0
8193,51f143ac9d,Leaving for Atlanta in the morning to catch JoCo and Pa & St!!! I`m excited! Missed P&S at D*Con last year.  That made me a sad owl.,I`m excited! Missed P&S at D*Con last year.  That made me a sad owl.,neutral,132.0,68.0
8254,2f9e51681e," haha i have 2 ask, are you 2 as beautiful as ur voices? curse u super cool beautiful women who are likely unavailable! lol",curse u super cool beautiful women who are likely unavailable!,neutral,123.0,62.0
8374,fc06b42135,i`m looking forward to the joy of the f1.... hoping its another disaterous race for ferrari and button gets another well deserved win,hoping its another disaterous race for ferrari and button gets another well deserved win,neutral,133.0,88.0
8385,965559a939,_blache Night! Doze well.,Night! Doze well.,neutral,25.0,17.0
8455,fb64593d77,Little bottle jus for me   http://mypict.me/FLC,Little bottle jus for me,neutral,47.0,24.0
8546,6ad46879d5,  don`t remind me.. Was supposed 2 meet up with the Homie  2 4 that show..  Ack! So kill it please..do the **** thang!,Ack! So kill it please..do the **** than,neutral,118.0,40.0
8557,047d2f4603, alives.... Less highness feeling.... Sometimes I hate that feelings.... Talking about an exhusband as if he`s dead is funny,Sometimes I hate that feelings.... Talking about an exhusband as if he`s dead is funny,neutral,124.0,86.0
8642,fabcf4568c,Classic JT for a Saturday evening  http://bit.ly/LrzJr,Classic JT for a Saturday evening,neutral,54.0,33.0
8656,6b2afa7423, Lmao i know !! pleaseeee reply  You got any replies yet? :L x,Lmao i know !! pleaseeee reply  You got any replies yet?,neutral,62.0,56.0
8720,320d909cf7," ha! nice.    that`s about all the german you`re gonna get from me.  after that, it`s just counting and jibberish.","ha! nice.    that`s about all the german you`re gonna get from me.  after that, it`s just counting and jibber",neutral,114.0,109.0
8808,7270b12184,"? today  and tomorrow at  taipei, anyone  free for drink?  http://plurk.com/p/rpgyy","today  and tomorrow at  taipei, anyone  free for drink",neutral,83.0,54.0
8811,df19a216dd,"Part of my Neuroanatomy take-home test.  After this, Iï¿½m... http://tinyurl.com/de8y47",Part of my Neuroanatomy take-home test.,neutral,87.0,39.0
8844,b33ac45d7f, cant wait till ur may 22 show!!  u better stop by and hang out in newcastle  ****,cant wait till ur may 22 show!!  u better stop by and hang out in newcastle,neutral,82.0,75.0
8858,bdd663dd3f,"A girl in my big hair rock today, black velvet baby  ? http://blip.fm/~5z50g","A girl in my big hair rock today, black velvet baby",neutral,76.0,51.0
8863,be4a03e395, Hey Ruthie girl... u send me all these lovely twitts but never respond!  I`m hurt... how`s Mikey and Dion?,these lovely twitts but never respond!  I`m hurt...,neutral,107.0,51.0
8902,3412e405af,Brad Paisley+Alison Krauss- Whiskey Lullaby...so sad  but its awesome!,so sad  but its awesome!,neutral,70.0,24.0
8933,e88795bdd8,  not for too long I hope x,not for too long I hope,neutral,27.0,23.0
8944,f5d6f61bdb," Geez sorry to hear Steph, I hope things improve soon. I know that ain`t much sorry","Geez sorry to hear Steph, I hope things improve soon.",neutral,83.0,53.0
8952,5c6c767fa8," come overhere then, the Dutch don`t dub  might go in an hour #BringTaraBack","come overhere then, the Dutch don`t dub  might go in an hour",neutral,76.0,60.0
9124,4b49d1ebfc,UNC budget  cuts may rise to 18%   http://tinyurl.com/mdm5tp,UNC budget  cuts may rise to 18%,neutral,60.0,32.0
9221,1608eddffc,Ok so my sister is going camping I`m so mad because i have to work tomorrow      have fun,Ok so my sister is going camping I`m so mad because i have to work tomorrow      have,neutral,89.0,85.0
9260,7281282830,_coza  Yep. Live and learn,Live and learn,neutral,26.0,14.0
9275,f87ffde1b0,"_mueller yes i love it  its just a little bit complicated, because i want it on my BB , but it doesnt work","yes i love it  its just a little bit complicated,",neutral,106.0,49.0
9285,7d47dd6bdd,Last library day before Doomsday. Urgh. Was nice to wake up with my J-bum though. He`s still sleeping now. Cute,Urgh. Was nice to wake up with my J-bum though. He`s still sleeping now. Cute,neutral,111.0,77.0
9293,ef5d5a51f8,Mashup Monday! In honour of the swine flu hysteria  ? http://blip.fm/~5jnv2,Mashup Monday! In honour of the swine flu hysteria,neutral,75.0,50.0
9298,accaa7f355,Back again. Almost the last haul.  - at Wagner`s Casa in Bend http://shz.me/5ke,Back again. Almost the last haul.  - at Wagner`s Casa in Bend,neutral,79.0,61.0
9309,f4c7c4cfc1,"_1210 holy ****, I need to see that! Too bad I gotta wait until tomorrow","holy ****, I need to see that! Too bad I gotta wait until tomorrow",neutral,72.0,66.0
9363,8c6b228d5f,Buongiorno !!! woke up and of for my Italian lunch,woke up and of for my Italian lunch,neutral,50.0,35.0
9385,b1bc6d98f9,Wish i was famous like some of d people im following,Wish i was famous li,neutral,52.0,20.0
9440,557e814605," http://twitpic.com/67hac - I dont like justin  but he means somthing to miley,so i respect that !!! Love you miley!!","- I dont like justin  but he means somthing to miley,so i respect that !!! Love you miley!!",neutral,117.0,91.0
9442,1ec241a035,  Tell Brad I said hi!    Drink and sing for me and Morgan.,Tell Brad I said hi!    Drink and sing for me and Morga,neutral,59.0,55.0
9449,b4a72eb75b, :] Today is a bank holiday so not many places will be open until tomorrow.         Welcome back!,Today is a bank holiday so not many places will be open until tomorrow.         Welcom,neutral,97.0,86.0
9460,df5759695c,http://twitpic.com/4wc1k - jake is signing up for a twitter!,jake is signing up for a twitter!,neutral,60.0,33.0
9534,9b11025d23, I will be uploading soon!    http://myloc.me/FEb,I will be uploading soon!,neutral,49.0,25.0
9546,504790b26a,_Bosworth hey Lo!!!!,hey Lo!!!!,neutral,20.0,10.0
9572,bc30143e71,"http://www.myspace.com/dica_grl Just got a crush on this song! Disco`s Out! Murder`s In! ruleaz?, zic!  www.myspace.com/discosoutmurdersin","Just got a crush on this song! Disco`s Out! Murder`s In! ruleaz?, zic!",neutral,138.0,70.0
9581,c22b152ec3,from here to cyborgs there`s but a small leap  - http://www.newscientist.com/article/mg20227065.900,from here to cyborgs there`s but a small leap,neutral,99.0,45.0
9610,2c16d85f9d, What happened? ... Doctors don`t get sick!   hope you get well soon...,Doctors don`t get sick!   hope you get well soo,neutral,71.0,47.0
9675,149705b427,_dollaz Yay...you like CT. People always tryna **** on it when they`ve never even been there.,People always tryna **** on it when they`ve never even been there.,neutral,93.0,66.0
9677,11776036e5," cafe, sky dining plangi  http://plurk.com/p/sw17j","cafe, sky dining plangi",neutral,50.0,23.0
9701,554715bc64,Got back from a week of jamming in the French city of Meyrueis. Feel hella replenished,Feel hella replenished,neutral,86.0,22.0
9707,d8e204b2a3, Hey! So glad it`s Friday but not happy that I just ate a bad apple,So glad it`s Friday but not happy that I just ate a bad apple,neutral,67.0,61.0
9768,e20d0bffc5,Had a lovely day yesterday. The weather was great! Now stupid slapton,lovely day yesterday. The weather was great! Now stupid slapton,neutral,69.0,63.0
9774,3a41ca5f8e,_benzo the first step to recory is admitting it.,the first step to recory is admitting it.,neutral,48.0,41.0
9798,f7eaa09d04,@_HarryKim OOC:  It`s okay.  Maybe our schedules will work out soon.,It`s okay.  Maybe our schedules will work out soon,neutral,68.0,50.0
9882,251471ba64,"Mom asking if I`m feeling better after dargah visit. Dad swears he sees +ve 'change'.  I am amused.   But yeah, still depressed","I am amused.   But yeah, still depresse",neutral,127.0,39.0
9907,fc3b643847,"Beer, garden, IPOD, Friday night, shame I`ve got to work tomorrow",shame,neutral,65.0,5.0
9967,95307ec44e,Just saw 'Drag me to Hell'. Sam Ramei is excellant as usual but the kitty scene was kinda hard for me,Sam Ramei is excellant as usual but the kitty scene was kinda hard for me,neutral,101.0,73.0
9976,42f8cedeeb,Photo: novusnovendo: EYECANDY + LIVE = like a ****! only he keeps his clothes on  BUT he can take them... http://tumblr.com/x2k1wga72,only he keeps his clothes on  BUT he can take them.,neutral,133.0,51.0
9985,1992aedf93,My grandparents cat may die... I love that cat. I swear if he goes... / / /,My grandparents cat may die... I love that cat. I swear if he goes...,neutral,75.0,69.0
10000,181bc1ee99, no way - those are great words.  Boys don`t get to own them.    Oh and was it your bday?,no way - those are great words.,neutral,89.0,31.0
10038,a9b2489b10,"last leg of my travels today. totally exhausted, but thank goodness 'Ed' is keeping me company","totally exhausted, but thank goodness 'Ed'",neutral,94.0,42.0
10071,2721a3d28b, http://twitpic.com/66z7a - I don`t know why I always click on your doughnut pictures... lol I always end up wanting one,I don`t know why I always click on your doughnut pictures... lol I always end up wanting one,neutral,120.0,92.0
10080,61180babcd,_Stack i wish i could go to both but i don`t think i`ll be allowed :p either way with two shows going your bound to get a ticket,i wish i could go to both but i don`t think i`ll be allowed :p either way with two shows going your bound to get a ticket,neutral,128.0,121.0
10164,233c9a86eb,  Darnit.  See what happens when I avoid teh interwebs for work.,Darnit.  See what happens when I avoid teh interwebs for wor,neutral,64.0,60.0
10187,7cd1b21623,http://twitpic.com/665w2 - see miles away,see miles away,neutral,41.0,14.0
10188,27a58122bf, - 05/31 marks the end of our roommate era. And you never made me empanadas again.,marks the end of our roommate era. And you never made me empanadas again.,neutral,82.0,73.0
10205,7626358ffc,i dont want to be home all by myself all weekend!!!!!!!!!       what should i do?,i dont want to be home all by myself all weekend!!!!!!!!!       what should,neutral,81.0,75.0
10211,e062826a60,  I miss all you OK girls.    Happy Mother`s Day to all y`all.,I miss all you OK girls.    Happy Mother`s Day to all y`al,neutral,62.0,58.0
10232,4799c46e07,_Brown theres a holy version of hell? lol...i cant stop. i need for it to be a trending topic!  be nice (*whispering #redmango)lol,theres a holy version of hell? lol...i cant stop. i need for it to be a trending topic!  be nice (*whispering #redmango)lol,neutral,130.0,123.0
10236,c7c16d8ee4,"RE: So, finally finished catching up with your blog - no mention of any wedding details...  Do tell, at some point.  http://disq.us/11w","So, finally finished catching up with your blog - no mention of any wedding details...  Do tell, at some point.",neutral,135.0,111.0
10255,dc4059bbaf,  hired all the smart monkeys for e-mail marketing...,hired all the smart monkeys for e-mail marketing.,neutral,53.0,49.0
10272,229919563a,Starting out  bday bash with a Blue Moon  - Photo: http://bkite.com/07k6X,Starting out  bday bash with a Blue Moon  -,neutral,73.0,43.0
10276,1f23bb0860," Abrams has his quirks for sure.   I`ll summarize my post like this: decent flick, but NOT a 'Star Trek' story.","s: decent flick, but NOT a 'Star Trek' story",neutral,111.0,44.0
10281,d6b51b539f,"chatting with some of my old classmates, hellyeah fun but we have some of very weird conversation haha.  hello? bbm lo error ya?",hellyeah fun but we have some of very weird conversation haha.  hello? bbm lo error ya?,neutral,128.0,87.0
10287,5a171b26b2, hahaha. I think you`re pretty far from me. Maybe next time though,hahaha. I think you`re pretty far from me.,neutral,66.0,42.0
10291,dd01108dba, ....... i`m wondering if you`re as awake as i am. ?,i`m wondering if you`re as awake as i am. ?,neutral,52.0,43.0
10300,a64cb1a714,"_magician Yes, apnea, but it`s not the prob. I`m on meds that might be causing this.  they help otherwise so much, don`t want to stop","Yes, apnea, but it`s not the prob. I`m on meds that might be causing this.  they help otherwise so much, don`t want to stop",neutral,133.0,123.0
10365,72e243a2ee,STOOOOPIT! STOOOPIT GIRL!  That used to be my bro`s rendition of 'Stop It girl'.    ,STOOOOPIT! STOOOPIT GIRL!  That used to be my bro`s rendition of 'Stop It girl'.,neutral,84.0,80.0
10399,fb450d083d,_louise yeah. like that,yeah. like that,neutral,23.0,15.0
10400,8922f680a0,"uploading photos. ughhhh, i have to go to school early tomorrow. fml. but woo excursion. i win","ughhhh, i have to go to school early tomorrow. fml. but woo excursion. i win",neutral,94.0,76.0
10419,3fe5f360ef,_786 It`s no secret I`m an apple boy! Have considered the iphone dark side MANY times,It`s no secret I`m an apple boy! Have considered the iphone dark side MANY times,neutral,85.0,80.0
10461,78cab2393f,  yes really if it is that time of day again.   xxxxxxxxxxxxxxxxx,yes really if it is that time of day again.,neutral,65.0,43.0
10545,3e2486d789, lannen fall?    we have a new EP coming out shortly.  I want you dudes to hear it!,lannen fall?    we have a new EP coming out shortly.  I want you dudes to hear,neutral,83.0,78.0
10546,c127173b71,_hime I played up until the latter parts of the voodoo village part co-op until I lost my usual partner,I played up until the latter parts of the voodoo village part co-op until I lost my usual partner,neutral,103.0,97.0
10570,9b5238a01f,http://ping.fm/2UrGP (MPAA shows how to videorecord a TV)    via ,MPAA shows how to videorecord a TV),neutral,65.0,35.0
10588,bf1411943a,"Just got home from morongo.. Havin a corona  Won 100 bucks woo! Lol I wish it woulda been 100,000 instead :-/","Havin a corona  Won 100 bucks woo! Lol I wish it woulda been 100,000 instead :-/",neutral,109.0,80.0
10595,d9d29592fd, Yeaa i`m so sad i`ve watched her live performances in Peru etc and they are EPIC!   I wish she`d just come to N.I! lol xo,Yeaa i`m so sad i`ve watched her live performances in Peru etc and they are EPIC!   I wish she`d just come to N.I! lol,neutral,122.0,118.0
10623,756df878dd,_carter Vid is marked private..,Vid is marked private..,neutral,31.0,23.0
10677,c94a85a39d,   Delays/cancellations really bite. Have had my fair share and can sympathize. Hang tough!,Delays/cancellations really bite. Have had my fair share and can sympathize. Hang tough,neutral,91.0,87.0
10741,67b67973df, ment to be doing hw but not going to happen!!! Ill pray for tia!  Rose is in the shower so sh.. http://bit.ly/VMv6U,ment to be doing hw but not going to happen!!! Ill pray for tia!  Rose is in the shower so sh..,neutral,116.0,95.0
10807,9292a44999,http://twitpic.com/676tn - Home Sweet Home... I didn`t have a picnic blanket though,Home Sweet Home... I didn`t have a picnic blanket though,neutral,83.0,56.0
10892,3e4b17c28b,  also check out  and   2 other wonderful causes that need our help,also check out  and   2 other wonderful causes that need our he,neutral,67.0,63.0
10947,dfa12a52eb,Happy Star Wars Day? OHHHH...now I get it. May the 4th be with you.  love it. (and mondays). (sorry again) #starwarsday,love it. (and mondays). (sorry again),neutral,119.0,37.0
10961,1d9290ef15, is a lumberjack  http://twitpic.com/4wqe8,is a lumberjack,neutral,42.0,15.0
10986,c5637a0ed2,Bran!! Watch my video!!!!! please dont make me go stalker status 2nite  http://bit.ly/3Ysav,Bran!! Watch my video!!!!! please dont make me go stalker status 2n,neutral,91.0,67.0
11083,1f641e94b4," OHMIGOD, I would have loved that. Alas, there was just lots of gun play. No dancing","I would have loved that. Alas,",neutral,84.0,30.0
11102,9a960e4029,Although it is becoming Tuesday (soon) in New Zealand  *  _starla    H... ? http://blip.fm/~5jhim,Although it is becoming Tuesday (soon) in New Zealand  *  _starla    H..,neutral,97.0,72.0
11126,89764b6d5a,Well that exam rocked...one more to go - the one we`ve all been dreading! Bit of revision tonight before work tomorrow,Well that exam rocked...one more to go - the one we`ve all been dreading!,neutral,118.0,73.0
11230,0780d4276d,Busssssss with everyone!  yayyy!!!!!!!,Busssssss with everyone!  yayyy!,neutral,38.0,32.0
11271,b53a56b79b,is up. moooooorning!  http://plurk.com/p/su3dg,is up. moooooorning!,neutral,46.0,20.0
11315,cc2b050151,dice watching Heroes again.  http://plurk.com/p/svhvh,dice watching Heroes again.,neutral,53.0,27.0
11320,6cd5fb5782,Updated blog. Shows You Should Be Watching: The Unusuals http://digg.com/u12w7c Go check it out,Updated blog. Shows You Should Be Watching:,neutral,95.0,43.0
11338,444162bc2a,@__sugar oh no  i am always here ;) <3,oh no  i am always here,neutral,38.0,23.0
11374,ecf1007508,Sunglasses whores   http://twitpic.com/4wtzj,Sunglasses whores,neutral,44.0,17.0
11452,92dc68a121,"It`s 5:03 in the morning.. I think it`s time I went to bed. - so, goodnight everyone  http://tumblr.com/xaj1qz8v3","It`s 5:03 in the morning.. I think it`s time I went to bed. - so, goodnight everyone",neutral,113.0,84.0
11475,6e34e9c28a,http://twitpic.com/4w8kr - meet Bella the new member of the family!!,meet Bella the new member of the family!!,neutral,68.0,41.0
11510,ff4043c1a3,Now I`m at a doppppe rock show in the LES .. Moshie moshhhh pit  http://twitpic.com/4wkhi,Now I`m at a doppppe rock show in the LES .. Moshie moshhhh pit,neutral,89.0,63.0
11514,c90a6c7b8f, My pleasure.  Hear Kelli has new project!   #followfriday,My pleasure.  Hear Kelli has new project,neutral,58.0,40.0
11560,70adfb7cef,THE VIDEO IS FINALLY DONE WOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO!,WOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO!,neutral,137.0,111.0
11566,7df6d02914,"http://twitter.com/cruisemaniac/statuses/1752876129 ' requires python...  but yeah, as i tweeted yesterday, dont install 1.9.4. ...","requires python...  but yeah, as i tweeted yesterday, dont install 1.9.4. ...",neutral,131.0,77.0
11615,11a4b1d005," Well aren`t you just the kindest people in the world  Unfortunately, I have no such enquiries!","Well aren`t you just the kindest people in the world  Unfortunately,",neutral,95.0,68.0
