,textID,text,selected_text,sentiment,oof_selected_text,jaccard_diff
5847,f25b4b443d,So much for buying that awesome new phone from sony ericsson  - I am now Berry`d like everyone else...,awesome new phone from sony ericsson  - I am now Berry`d like,positive, awesome,0.08333333333333333
5849,5458608212,HAD SO MUCH FUN TODAY !  i love alyssa arellano and mika reyes ! :*,HAD SO MUCH FUN TODAY !,positive, fun,0.16666666666666666
5854,c90925564e," this is really helpful,  you swear a lot, i just realized. haha.","helpful,",positive," this is really helpful,",0.25
5861,c55ea4efa1,has found that old familiar feeling again.,familiar,positive, has found that old familiar feeling again.,0.14285714285714285
5863,fe66579fd8," Thanks dear, I know this, but I appreciate the validation as always",Thanks,positive," thanks dear, i know this, but i appreciate",0.14285714285714285
5866,a77b72e2ba,weee! internet is back here at home!,weee! internet is back here at home!,positive, weee!,0.14285714285714285
5877,a7b3f18ff7,I`m off for tonight good night everyone,good,positive, good night everyone,0.3333333333333333
5896,57c96276f3,Yay! Just bought American Dad Volume 4  also seen Australia is out on DVD. Could be a lot cheaper than going...,Yay!,positive, cheaper,0.0
5900,e75396fd56, *dancing pirouette ballerina HUGS*  Morning my Awesome brudder!,Morning my Awesome brudder!,positive, awesome,0.25
5913,f3a9b9a3f8,this week has been fun...i hope next week will be even better  NYC in 19 days,has been fun..,positive, fun...,0.0
5915,ba8de71491,Happy Mother`s Day mommy and grandma haha  ily,Happy Mother`s Day mommy and grandma haha  ily,positive, happy,0.125
5923,7c47bfca56,I`m awake. Anybody else awake? Wish I lived in the US since all the fun happens when I`m asleep!,since all the fun happens when I`m asleep!,positive, wish i lived in the us since all the fun,0.3076923076923077
5930,1c22e71e87,_benson You are an absolute legend! Love love love it,You are an absolute legend! Love love love it,positive, love love love it,0.2857142857142857
5939,6c5103a4c5,"just woke up, having coffee, listening to Music, reading RSS...Sunday feels great",Sunday feels great,positive, great,0.3333333333333333
5943,ff39ffc00f,_MC string out the dress.. Work that into a track please!!! What do u have coming up?? I`m ur biggest fan,fan,positive, i`m ur biggest fan,0.25
5944,97586292af,"  thankyou very much, you rock!",thankyou,positive," thankyou very much, you rock!",0.2
5952,c326f589fb,"good day, ya`ll! happy mom`s day!",good,positive," good day, ya`ll! happy mom`s day!",0.16666666666666666
5959,2139382b23,Happy Mother`s Day ~ and for single dads who plays both mom and dad role enjoy your day too,Happy Mother`s Day ~ and for single dads who plays both mom and dad role enjoy your day too,positive, happy,0.058823529411764705
5960,68cdc00643, I had a very good day - lots of stretching and sleeping in the sun,very good day,positive, good,0.3333333333333333
5974,f41961c9b6,morning darlin`  Hope you`re feelin` tip-top  ? http://blip.fm/~5z7zs,morning darlin`  Hope you`re feelin` tip-top,positive, hope,0.16666666666666666
5976,5825c09bf0," http://twitpic.com/4jam0 - Ohhh, how lovely! I`m glad that you had a great time there.","Ohhh, how lovely! I`m glad that you had a great time there.",positive, lovely! i`m glad,0.25
5978,0364fe8361,Thanks! carry on the craziness again!!!,Thanks! carry on the craziness again!!!,positive, thanks!,0.16666666666666666
5984,f90eff1570, hahah lucky!! i have to wait 4 days! poop lol where abouts in the gold coast are you? (if u dnt mind me asking),lucky!,positive, lucky!!,0.0
5986,c385694b7b, You are `spot on`...I wouldn`t tweet without it!! Thanks for your share tonight.,Thanks for your share tonight.,positive, thanks,0.2
5988,947a309643," Yeah, a few peeps. It should be a good day to catchup with everyone",It should be a good day,positive, good,0.16666666666666666
5990,f00f98900a, ohwwww  whatever I`m excited anyway.,r I`m excited anyway.,positive, excited,0.25
6003,3fa34fee4a, we will work on that mama  sweetdreams!,we will work on that mama  sweetdreams!,positive, sweetdreams!,0.14285714285714285
6005,b71a47be89,Good morning to another too late sleeper .  One of my excellent designers is Valerie (see ) picture,One of my excellent designers,positive, good morning to another too late sleeper . one of my excellent,0.3076923076923077
6024,3771d481c0,I gave a homeless lady named Ruby an Ice Cream sandwich and a cigarette.  That is my g00d deed for the day. :p,I gave a homeless lady named Ruby an Ice Cream sandwich and a cigarette.  That is my g00d deed for the day. :p,positive, g00d,0.045454545454545456
6030,7fb78d780e,I am up and feeling pretty **** gud! I dont even have a hangover what a nice feeling,I am up and feeling pretty **** gud! I dont even have a hangover what a nice feeling,positive, nice feeling,0.13333333333333333
6045,f93ba198db," awwww ray you`re the best.  it means a lot to me that you say that! i can`t wait to hang with you again, hopefully soon!",best.,positive, awwww ray you`re the best.,0.2
6054,5c896ab009,"george lopez, bed, mommys day tomorrow ;)  i wish house was on Hugh Laurie, is sexay. sometimes i like way older guys.",i like,positive," wish house was on hugh laurie, is sexay. sometimes i like way older guys.",0.14285714285714285
6056,aa623c6ae7,"Spending a wonderful Mothers Day with Brad, Mom and Dad.  Happy Mothers Day to all Moms","Spending a wonderful Mothers Day with Brad, Mom and Dad.  Happy Mothers Day to all Moms",positive, wonderful,0.07142857142857142
6057,0c3c3b4831,just finished baking some cinnamon rolls   soooo yummy!,just finished baking some cinnamon rolls   soooo yummy!,positive, yummy!,0.125
6088,0b2bf0b98e,Waking up at unGodly hours to go to work is starting to get old. At least the coffee is good,good,positive, at least the coffee is good,0.16666666666666666
6121,af053b89f1,you know what it is to see people you love most in his country and could not get closer?,you know what it is to see people you love most in his country and could not get closer?,positive, love,0.05555555555555555
6125,f3b0e2db98,"Twenty20 cricket, beer and sunshine very good. Well apart from the beer cause i`m on tablets!","Twenty20 cricket, beer and sunshine very good. Well apart from the beer cause i`m on tablets!",positive, good.,0.06666666666666667
6132,641a337e0f,Can`t wait 4 a real bed!  haha,Can`t wait 4 a real bed!,positive, can`t wait,0.3333333333333333
6133,44d04f39c4,"Goodmorning tweedles  very happy mood, i think i will always be after this past weekend. lol vids of the `BEYONCE WEEKND` coming soon.",Goodmorning,positive, happy,0.0
6140,9316504b1a,_ good morning - you`re up early! Feeling enthused to design your life?  thanks to manics for that phrase,Feeling enthused,positive, good morning - you`re up early! feeling enthused to design your life? thanks,0.15384615384615385
6151,7a0f49dddd, Yay! You finally get to have a trip away from home again! How exciting! You 2 going to shop a bit ?,! How exciting!,positive, yay! you finally get to have a trip away from home again! how exciting!,0.13333333333333333
6152,ceee072314,"home from STING..crunk (of course)..long **** day N nite..also, visited my boy Rob V..all is good..happy mother`s day!!..word to yo mutha",all is good..happy mother`s day!!..,positive,happy,0.0
6165,d70a4f91db, i love you but i can`t call you cause i live in argentina  really really love you mitchel!,love,positive, i love you,0.3333333333333333
6166,f25acf806f,so bryan was at the sweet 15 and i didnt think we were gonna talk but towards the end of the night we talked,sweet,positive, talked,0.0
6175,e44c767e08," the only thing I know about star trek is the joke from tina fey`s twitter, 'may the 4th be with you'",joke,positive, 'may the 4th be with you',0.0
6188,5c5522b7b7," AND, We have your fabulous interracial ****!  WOOT!","AND, We have your fabulous interracial ****!  WOOT!",positive, fabulous,0.125
6191,2ecac00b52,"_home Yes - that would be perfect.  That was supposed to happen, last night, still dry.  Usually happens as I a heading to appt.",that would be perfect.,positive, perfect.,0.25
6194,847d69da87,probably one of the best surprises ever...you really are amazing,amazing,positive, best surprises ever...you really are amazing,0.16666666666666666
6197,77eb2db1c6, > 'live Q&A 24/7'... definitely the best part of twitter for me,the best part,positive, best,0.3333333333333333
6201,6b43eedde4,"going 2 watch Dogtown, hope it`s not too sad!",hope,positive, hope it`s not too sad!,0.2
6203,c994907abb,"  We were in Lindos, and it absolutely ruled. Will post some pictures somewhere, some time. Back to work today",d it absolutely ruled,positive," ruled. will post some pictures somewhere, some time.",0.0
6213,ccfd4e92f3,dancing around and cleaning the house..... loving my sunday so far,loving my sunday so,positive, loving,0.25
6220,da9b0c9767, I spell my name alyson too! Aly for short! We spell it the best,We spell it the best,positive, best,0.2
6229,66bba7de03,Thanks for pointing out the crucial problems . Both of them have been taken care of  (cc: ),Thanks for pointing out the crucial problems . Both of them have been taken care of  (c,positive, thanks,0.0625
6230,a650b02d11,    - Overwhelming lead for Strawberry Lemonade!!  My husband voted for Banana Fosters tho.,- Overwhelmi,positive, overwhelming lead for strawberry lemonade!!,0.0
6232,543ff66eeb,OMGoodness back to school soon FUN!,FUN!,positive, omgoodness,0.0
6247,2426b87d1a," I saw your tweet a couple of weeks ago that had that hashtag, so wanted to contribute since I am a huge Mitch fan",I am a huge Mitch fan,positive, fan,0.16666666666666666
6260,8aea1b6b25,  Whaaaaaaaaaat?!  Thas HOT B!    Super nice!,B!    Super,positive, super nice!,0.3333333333333333
6294,e4b6c9a295," Ntah, I really wanna be there",wanna,positive, i really wanna be there,0.2
6297,d66c40fbde,I LOVE CHICAGO.   Tonight was AMAZING!!,LOVE,positive, i love chicago. tonight was amazing!!,0.16666666666666666
6299,984c53d87d," You`re welcome, of course!","You`re welcome, of course!",positive, you`re welcome,0.2
6300,d25a8b5b1d,  May the 4th be with you too,May,positive, may the 4th be with you too,0.14285714285714285
6305,78944eda15,Getting ready to go study outside while having some fun in such a nice sunny day.,while having some fun,positive, fun,0.25
6314,b00a8dae14, i feel that!! esp when you know u aint done the wrong  <3 U!,when you know u aint done the wrong,positive, <3 u!,0.0
6316,289c30c52f,Can`t believe i`m spending my lunch break inside @ my desk,lunch,positive, can`t believe,0.0
6319,1bec50dd54,"  I don`t mind whistlers if they are actually whistling a tune, but those who just whistle nothing drive me crazy!",e crazy,positive, i don`t mind,0.0
6327,ebc61dfde4,never expected to hear Beastie Boys in a Star Trek movie... was a super great flick though. *pew peww* -- (phasers),super great flick though.,positive, great,0.25
6330,bc3b235742,I skip school way too often  I`m rather proud actually.,I skip school way too often  I`m rather proud actually.,positive, proud,0.1
6331,e8d6e59aed," lol liking your style Alice tell him you`ve got standards to maintain lol, it`s national Cork girls go wild in london week",liking your style Alice,positive, liking,0.25
6336,85a1bc359b,"Home. Should be in the bed, but I`m just super duper excited about tomorrow.",super duper excited,positive, excited,0.3333333333333333
6343,07bdcb63db,spent all morning watching Eddie Izzard`s Glorious! SO funny... realli shud hav studied thou...,SO funny..,positive, glorious!,0.0
6346,0144e85a19,just got back from Mcfly concert ahh it was so amazing! and I am now in love with David Archuleta,ahh it was so amazing! and I am now in love with David Archuleta,positive, amazing!,0.07142857142857142
6353,58fc1eeef3,The most epic weekend I`ve had in atleast a year. Night cap with _matthes and . 2 hours of sleep in 3 days! Goodnight,most epic we,positive, goodnight,0.0
6356,e8c92bbe40," Hey babe follow me,love u on da show",",love",positive,love,0.0
6368,4cbf95b4e2,Happy Mothers Day! allergies are ****. Oh and I hope Miller has a better day too,Oh and I hope Miller has a better day too,positive, happy mothers day!,0.0
6375,d6be102997, omg i had that book its soo funny,omg i had that book its soo funny,positive, funny,0.125
6377,fbaace1664,Passing out  early  after the  river sounds amazing. To my cozy bed  with my cozy dogs,ds amazin,positive, amazing.,0.0
6389,0c89ab7ac0,Happy Star Wars Day  Im going to make some pasta get showered and dressed and then watch some films. I like days off. I have 3 days off,I like,positive, happy,0.0
6390,f733d25c52,_SUPRNATURAL  ok thanx very much u can send me the answer by private mail if u like but would be sooo cool wish i was in birmingham,thanx very much,positive,_SUPRNATURAL  ok thanx very much u can send me the answer by private mail if u like but would be sooo cool wish i was in birmingham,0.11538461538461539
6395,ddbce5f751,This is great!  I just found out that it`s Star Wars Day.       'May the 4th' be with you!  Have you hugged your Ewok today?,'May the 4th' be wit,positive, this is great!,0.0
6398,105d1e102e, thanks  this one will be a hit.  has been a patron since 2001,thanks  this one will be a hit.,positive, thanks,0.14285714285714285
6400,6974f1f38b,Back in Athens! Had great time in Budapest,Had great time,positive, great,0.3333333333333333
6402,5ddd7cb53a,check out this funny movie  http://tinyurl.com/d3qwar,check out this funny movie,positive, funny,0.2
6414,1f7ec5a572,John john and I just switched the meaning of PIMP to someone who still pwns at halo when they`re wasted  hahahaha Another amazing night,Another amazing night,positive, amazing,0.3333333333333333
6416,5127c6cf61, all the photos  niceeeee,all the photos  niceeeee,positive, niceeeee,0.25
6427,46eae5a601, yes i am and i was ready to go when i got here. ugh  and its sooo pretty outside..,ugh  and its sooo pretty outside..,positive, pretty,0.16666666666666666
6430,568d9404ec, you can explore the site 2 and find cool stuff,you can explore the site 2 and find cool stuff,positive, cool,0.1
6433,7c1d73feef, And U are doing Brilliantly sweetie!!!   Blessings and Joy to you!!!,Blessings and Jo,positive, brilliantly sweetie!!! blessings and joy to you!!!,0.25
6444,586d24d679,Happy Mother`s Day to all the mothers,Happy Mother`s Day,positive, happy,0.3333333333333333
6445,cbe08d0479," I`ve never seen any of the X Men films but they are supposed to be good so I thought, why not?",supposed to be good,positive, good,0.25
6448,3bade8ec46," Good for you! I don`t think I`ll be joining later. I`m hyper as hell, though. WHEE!",WHEE!,positive, good for you!,0.0
6453,c4bafcf818, Indeed. Have a nice week!,Indeed. Have a nice week!,positive, nice,0.2
6456,45ba098ecb," I know! I can barely believe it`s almost over! Thanks for the review, lovely!","Thanks for the review,",positive, thanks,0.25
6458,bb2801f7ae,I don`t know what my Mom gave me to clean my Macbook with but it is SO white now. It was tinted grayish blue from my black desk.,SO white now.,positive, i don`t know what my mom gave me to clean my macbook with but it is so white now. it was tinted grayish blue from my black desk.,0.12
6474,d7709f9f53, hahahaha omg you win the internetz today!  'Why are you trying to turn me into Zac Efron?' hahaha,a omg you win,positive, win,0.25
6480,5696b71af0,"A lovely weekend away at Kits Coty, now relaxed and well rested and ready for the week ahead.  Back on NNC in two weeks",now relaxed and well rested,positive, lovely,0.0
6484,0df38bf47a,"uft im tutoring the lil sis  shes so cute, even though shes an eighth grader :p","shes so cute,",positive," cute,",0.3333333333333333
6491,21cf36a2fa,Happy Mother`s Day to all Mothers out there,Happy Mother`s Day to all Mothers out there,positive, happy,0.125
6499,e11ef1c5a1,Happiness is like peeing your pants...nobody can see it but only you can feel it`s warm sensation,Happiness is like peeing your pants...nobody can see it but only you can feel it`s warm sensation,positive, happiness,0.0625
6503,45a5450dee,"Top 20 ways to go green! http://tinyurl.com/otjttu - this is pretty helpful, and kinda cool actually","this is pretty helpful, and kinda cool actually",positive," helpful,",0.125
6508,af7bbb421d,Finally upgraded to Spotify premium - exceeded my threshold of awesomeness some time ago. Now where`s the iPhone app & remote ?,Finally upgraded to Spotify premium - exceeded my threshold of awesomeness some time ago.,positive, awesomeness,0.07142857142857142
6528,eb2db2fc0c,"  Now there`s a question for 140 characters   One of history`s great unanswered what if`s, I would say",y`s gre,positive, great,0.0
6537,3d674929d1,This is going to be a great and productive week - I can just feel it!!!  POSITIVE THINKING is the key,POSITIVE,positive, great,0.0
6543,b0495c5087, #steel toe boots - Good to hear that you`re comfy. Hopefully they are Kodiak or Terra brand,Hopefully,positive, good,0.0
6560,0c7fb6e841,I`m really excited that I`m a Queen Bee on the Power Mom 50 List  I feel really REALLY honored. #nielsenpowermoms,I`m really excited,positive, excited,0.3333333333333333
6568,4e608ac71f,Wat a nice day it was 2day!me and rachel decided to walk to work and walk back lol..was so warm inside tho,Wat a nice day it was 2day!me and rachel decided to walk to work and walk back lol..was so warm inside tho,positive, nice,0.05263157894736842
6569,5562fd3c9b," I get motivated by the fact that I know I`ll wake up and be more productive if I go, then if I sleep in, just me though",motivated,positive, motivated by the fact that i know i`ll wake up and be more productive,0.07142857142857142
6578,b2b0205041,hapee mother`s day t all the mothers out there!,hapee,positive, hapee mother`s day,0.3333333333333333
6582,948841b0e3,Today was eventful...,eventful..,positive, today was eventful...,0.0
6588,9ced9dd8f9,Happy mothers day to all the mothers out there!,Happy mothers day,positive, happy,0.3333333333333333
6591,71b8d705d9, wow. hehehe. mushy-mushy mode.,wow. hehehe. mushy-mushy mode.,positive, wow.,0.25
6593,3bb9578f4b, hey cant wait 4 u guys 2 come over 2 jersey woop.... hope ur lookin 4ward 2 it coz we r  x,. hope ur lookin 4ward,positive, hope,0.2
6602,3e4109063d, Wow thanks a lot!  I can`t believe I didn`t think of that. XD,Wow thanks a lot!,positive, thanks,0.25
6624,a38b466046,~ Happy Star Wars Day.every one ~  ...may the fourth be with you!,Happy Star Wars Day.every one,positive, happy,0.2
6628,cb9b52e9be,love it when jonas brothers are in the trending topics. maybe taylors turn next,love it wh,positive, love,0.3333333333333333
6629,1c6be5f128, Cant wait && Cant wait to see the 3d concert experience (i live in the uk) the was the trailer at the cinema yesterday.,Cant wait to see the 3d concert,positive, cant wait,0.2857142857142857
6632,9617e1fb3f," Weekend was quiet, just planning new websites. Today, research and choosing hats. Coffee hat sounds good though. Kettle on",sounds good though.,positive, good,0.3333333333333333
6635,a8ea5e9a49, Have a great day..... if the rain keeps up I may go swimming instead of dining here,Have a great day.,positive, great,0.25
6643,c45214ded3,"goodnight and good bye to all of you, hope you have the best of dreams",best of dreams,positive," goodnight and good bye to all of you, hope you have the best of dreams",0.21428571428571427
6644,2b52970888, Hi bunny! I recently have subcribed to your channel on YouTube! You make some great stuff. Kinda just wanted to say hi!,great,positive, you make some great stuff.,0.2
6646,9a28a236b8,Twitter is officially the BEST way to advertise something.,officially the BEST way,positive, best,0.25
6653,b30f7db939,When I check google analytics I can always get to google.com/**** before Safari`s auto-fill kicks in. Makes me laugh,laugh,positive, makes me laugh,0.3333333333333333
6657,4f9ed29468, at least she doesnt try to violently hump you like my (female) dog does,e doesnt try to violently,positive, at least she doesnt try to violently hump you like my (female) dog does,0.26666666666666666
6663,3e50a6aa2a,planning for mothers day special for my beloved mother,special,positive, special for my beloved mother,0.2
6670,d107a76c20," awwww  I`ll be waiting then, hope it doesn`t rain","en, hope it doesn`t rain",positive, hope,0.2
6673,9654a9b0b9, Awww  You`ll Be Fine...,e Fine,positive, awww you`ll be fine...,0.0
6675,10b4c609a2,Just finished first workout on Jillian Michaels 30day making the cut program!  Feeling great  Hopefully the eating will be just as good,Hopefully,positive, feeling great,0.0
6679,b541db1127, it wouldnt let me vote yesterday  but i made up for it today. i really hope u win cause everyone knows u deserve it =D,y hope,positive, i really hope,0.25
6686,1c2e845644," Good morning MiaMiaDC  My weekend was great and I just had my Monday, which was also great  I hope you have a wonderful day!",a wonderfu,positive, good morning miamiadc my weekend was great,0.0
6696,c8dc60ae0a, aww tessy wanna hug?,aww,positive, aww tessy wanna hug?,0.25
6699,e7e486ec1c, Nice idea for a M-I-L gift. Did you crochet it? Good idea about looking online.  There are Youtube videos showing lefty crochet.,Good,positive, nice,0.0
6702,b72b9133e1, no problemo!!! Family Guy is on there too,no problemo!!,positive, no problemo!!!,0.3333333333333333
6709,5785712bfa,what a lazy sunday... I love lazy days...,love,positive, love lazy days...,0.3333333333333333
6724,a4526148ac,Aaaah did you see Prez Obama holding hands with his wifey? Soooo romantic even in White House.....,Soooo romantic ev,positive, romantic,0.3333333333333333
6728,c60a403476,"Next thing to do tomorrow morning: Temperature Check! It`s gonna be a routine till Swine Flu dies. Good Night, everyone!",Good,positive," good night, everyone!",0.3333333333333333
6735,e7e4b7a321,went to bestbuy today and found that they had pretty much ever HP except the one i wanted to look at,pretty much ever HP except the one i wanted to look at,positive, bestbuy,0.0
6759,9c25dd96c0, Ooohhh  well you could always borrow and burn buddy. Lol,y. Lol,positive, ooohhh well you could always borrow and burn buddy. lol,0.09090909090909091
6763,4cfac67cd5, haha I wish! I have a BFA in photography now.,wish!,positive, haha i wish!,0.3333333333333333
6768,b2fcf4582c, awww cuuuute  Newborns are so fun!,cuuuute,positive, fun!,0.0
6770,ee257f56bd,"Yes! Cold coffee from yesterday. No sugar, no cream !  The way I like it !","Yes! Cold coffee from yesterday. No sugar, no cream !  The way I like it !",positive, the way i like,0.2857142857142857
6779,8b59f06894, aw you`re the ****  thanks so much for the twitter loveeee. i appreciate every last drop,i appreciate,positive, thanks so much for the twitter loveeee. i appreciate,0.2222222222222222
6781,cc425f4dcd,"Brother #3 is wandering around the house in his underwear. As charming for his 2 sisters as it is for the other female guests, I`m sure","As charming for his 2 sisters as it is for the other female guests, I`m sure",positive, as charming,0.14285714285714285
6804,43887b9d65, Haha.. Hey you should check out   Love her/his tweets,Lov,positive, love,0.0
6808,409f77a44c,I love to jazzercise with Mrs. Underwood. I wish she was my chaperone.,I love to jazzercise with Mrs. Underwood. I wish she was my chaperone.,positive, love,0.08333333333333333
6816,3471a5259c,has a gym day and is hoping to enjoy the last Friday of her twenties.,enjoy,positive, hoping to enjoy,0.3333333333333333
6834,ebfd63786e, wellll...... only 2 that will feed me   the others were mainly shade loving native wildflowers.,ly shade loving native wildflowers,positive, loving,0.2
6843,15decd314a, http://twitpic.com/416b7 - hey! nice pic,hey! nice pic,positive, nice,0.3333333333333333
6853,bf3001dd7a," thks 4 the follow, and  tweets, i returned the love",thks,positive, love,0.0
6854,9ce50d75b9,"thankyou short stack for bringing out a second sydney show,, now im going to both  im so thankful for you guys being so good 2 ur fans .",im so thankful,positive," thankyou short stack for bringing out a second sydney show,, now im going to both im so thankful",0.17647058823529413
6858,8dfd826236,happy mother`s day mom. love you always,happy mother`s day mom. love you always,positive, happy,0.14285714285714285
6859,2c2b831a36, Yes sir...I just acquired a Master of Arts in Christian Ministry-a loooooong journey completed today...so thankful!,-a loooooong journey completed today...so thankful!,positive, thankful!,0.16666666666666666
6876,f01932eb73,Interesting. I type `bike` i get 10 bike company followers. `Download` gets me 5 IT companies. Amused.  Can you say `keyword`?!,Interesting.,positive, amused.,0.0
6885,508eba1db5,_Blogs Congratulations lovely Japanese Children Happy Kodomo no hi,Congratulations lo,positive, lovely,0.0
6887,89e8e2bc5c, always good to see you - even in cyberspace,always good to see you,positive, good,0.2
6891,e9990baa94,"I TRIED TO PUT A IRON ON , ON MY BOOK BAG AND I BURNT MY BAG WITH THE IRON LOL.. BUZZ KEEP MAKING FUN OF ME  ... (****) LOL",BUZZ KEEP MAKING FUN OF ME,positive, fun,0.16666666666666666
6893,05eaeab744, Thanks for the thoughts... Unfortunatly it didn`t work out like we hoped... ah well. The paintings were beautiful.,beautiful.,positive, thanks,0.0
6896,757e6e1942, 9 days  I`m about ready to visit Torchwood and see if they`ve heard anything,s  I`m about ready to visit Torchwood,positive, ready,0.14285714285714285
6898,3c9a784f5a,Had the best wknd with her man and levi and sara love u guys,love,positive, best,0.0
6905,ce46518fb8,When we got more followers we gonna have a competition.Hope you all look forward !,When we got more followers we gonna have a competition.Hope you all look forward !,positive,hope,0.0
6918,81b4474aa1,Yah! Feeling better and had a beaut day - Sophie razzing it at the skateboard park (at all of 3 yrs) and Charli happy at school,better,positive, happy,0.0
6929,e55bd91364,"Hey , I bet you and your tweeps have lots of mother wisdom to share.",your tweeps have lots of mother wisdom to share.,positive, wisdom,0.1111111111111111
6950,659b7abc34,"_d  I`m really happy for u n leigh  thnx for sharing this happiness with us, this means the world to us all!  love ya! Marta","I`m really happy for u n leigh  thnx for sharing this happiness with us, this means the world to us all!  love ya! Mart",positive, happy,0.045454545454545456
6965,8e79befc22, Thanks for the info,Thanks for the info,positive, thanks,0.25
6970,de94f667d2, Walaikum assalam...  Alhamdulillah... I`m in Chicago the w`end of May 29th... Are you there? Would be nice to meat... Duas!,e nice,positive, would be nice,0.25
6977,ec4e7f6aba,just got Home from school!  it was fun ) oh btw its a music school.,it was fun,positive, fun,0.3333333333333333
6978,9400ac22ec,ps it`s rainging,ps it,positive, rainging,0.0
6981,18e7aaabde,finally getting sleepy right when the sky brightens ... figures! G`nimorning,G`nimorning,positive, finally getting sleepy right when the sky brightens ... figures! g`nimorning,0.09090909090909091
6988,8596adbc86,"is rotting away at her desk. Would`ve been really down and out but thanks to YL, you made my day. You`re the best support system - EVER!",support,positive, best,0.0
6992,3c286b5826,Fun at the water park then dinner at the rainforest cafe (all free!) then party tonight  pretty good Saturday I think.,pretty good Saturday,positive, fun at the water park then dinner at the rainforest cafe (all free!) then party tonight pretty good,0.125
7005,e0b28abe20,man u know things get very interesting sometimes lolll....im just 2 **** good,man u know things get very interesting sometimes lolll....im just 2 **** good,positive, good,0.07692307692307693
7008,a73917f80c,you know you love your mom when you stay up this late just to wrap her gifts (which look glorious) & hand-make a card.. happy mothers day,happy,positive, love,0.0
7016,33642b4567,Wrestlefest was fun! Now tune into www.latalkradio.com from 2-3 sunday and chat with me,Wrestlefest was fun!,positive, fun!,0.3333333333333333
7021,37c62ba7ca,I would LOVE to ride the superman right now...,I would LOVE to ride the superman right now...,positive, love,0.1111111111111111
7024,e13effbbd6,So tired and I have to work till 10:30 tonight!    Happy mothers day to everyone too  http://tinyurl.com/qu62bl,Happy mothers day to everyon,positive, happy,0.2
7028,3dfea66c47,I wish I lived closer to the girls.  I`m tryna chill on a Friday night!    ( next weekeeend! Drink all day AND night?!),wish,positive, i wish i lived closer to the girls. i`m tryna chill,0.1
7030,36f326e68a,_Trainr Thanks for the link.  It made me smile,made me smile,positive, thanks for the link. it made me smile,0.375
7033,eaf0dc067f,"is sipping OJ in the sun in San Pedro at La Soberana again, with sunny smiley Nita...  The garlic tomato paste is delicious! Yummy!!!",Yummy!!!,positive, delicious!,0.0
7040,aac1cc6fd4,Also with the not driving part i could afford a laptop. Also living with a roommate i would save even more,save ev,positive, afford,0.0
7054,0e42574a27, Aw how come ur up so early? love ur youtube vids btw,Aw how come ur up so early? love ur youtube vids btw,positive, love,0.09090909090909091
7071,d5e8b66ee8,in desperate need of some tweets to cheer me up,cheer,positive, cheer me up,0.3333333333333333
7072,3b3789207f,"I think Tania is too cute, too nice  I love her! <3",too nice  I love her!,positive," cute,",0.0
7073,555bc264cd,"Love story on loop for the past 30 minutes. I love this song.. It makes me happy, like this!","happy,",positive, i love,0.0
7083,5d42a333b4,"the $60,000 i spent going to college was well spent.  I`m going to meet a man tomorrow in the Toys`R`Us parking lot for a cleaning job.","the $60,000 i spent going to college was well spent.",positive, well spent.,0.2
7084,565422fa12,had a thrilling time with DAS joyride roadtrip! nice driving Pai and Paulo.  http://plurk.com/p/rrg18,had a thrilling time with DAS joyride roadtrip! nice driving Pai and Paulo.,positive, had a thrilling,0.23076923076923078
7088,190701859d," : dougie, it`s coffee. There`s no 'I' on coffee. Hahaha and your name comes up as predicted text. Pretty awesome",Hahaha and your name comes up as predicted text. Pretty awesome,positive, pretty awesome,0.18181818181818182
7104,41db476dcc,Beautiful Day..takn it down twitters  tell ALL mothers Happy Mothers Day,Happy Mothers Day,positive, beautiful day..,0.0
7122,3c3b471263,happy mother`s day,happy mother`s day,positive, happy,0.3333333333333333
7136,a4ba901f22,  just listened to the songs on your myspace.  really good,ly goo,positive, really good,0.0
7150,8954e04a08,"I`m at work, hoping to enjoy the day!!  Fingers are crossed!!","I`m at work, hoping to enjoy the day!!  Fingers are crossed!!",positive, enjoy,0.09090909090909091
7167,f72cb7c076,_Perez That`s great! I hope I`ll study with my bff too and we`ll live together. well..we will see,great!,positive, hope,0.0
7172,cabdea54e4," Thank you, thank you!! Thought this is where all the cool kids hang out now, hehe  xoxo!",hehe,positive," thank you, thank you!!",0.0
7191,ba0fc4be4d,Wishing all the Mama`s out there a very Organic Happy Mother`s Day,Happy,positive, happy mother`s day,0.3333333333333333
7193,f967942f57, Hey thanks for following  Love the name Elijah thats what im going to name my Son,Love,positive, thanks,0.0
7195,3af0ba6598,Hahhahah I`m watching the greatest movie ever,watching the greatest movie ever,positive, greatest,0.2
7198,7f38289044, have a great camp!!!!! Wish I could be there.,have a great camp!!!!! Wish I could be there.,positive, great,0.1111111111111111
7214,4354203b21,My mom was happy with my present  yayy,My mom was happy with my present  yayy,positive, happy,0.14285714285714285
7227,b084bce92a,"Great meeting...lunch on the patio in the sunshine...nothing more perfect  busy day...time for bed, ahhhhh",Great meeting..,positive, great meeting...,0.3333333333333333
7251,04d47599ad," tell zach & jer I said happy birthday!  they seem like cool brothers, youre lucky haha",e lucky,positive, happy birthday! they seem like cool,0.0
7252,d258c45fed, take me with you!!!  Have fun!,Have fun,positive, have fun!,0.3333333333333333
